ISTASYON_NO,AD,ADRES,operator,brand,LATITUDE,LONGITUDE,side
ŞRJ/2140,"KMO FENERKÖY KUZEY OHT1, KMO FENERKÖY KUZEY OHT2",Ali Paşa Mahallesi Merkez Saray Sokağı  Y: 35124/0 Ali Paşa Yolu Silivri / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.1219176401397,28.2289614588942,Europe
ŞRJ/2672,CAROUSEL AVM,Zeytinlik Mahallesi Halit Uşaklıgil Caddesi  No:1 Bakırköy / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.9774620097103,28.8727810004648,Europe
ŞRJ/2803,SERENİTY COMFORT HOTEL,Mahmutbey Mahallesi Payami Safa Caddesi  No:16 Bağcılar / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.0600482445225,28.8268487507241,Europe
ŞRJ/2804,MAYİ HOTEL,Mahmutbey Mahallesi Payami Safa Caddesi  No:25 Bağcılar / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.05960012792,28.8310520611448,Europe
ŞRJ/2859,THE İSTANBUL REZİDANS,Sümer Mahallesi Pr.dr. Turan Güneş Caddesi  No:59 Zeytinburnu / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.992670606261,28.8938058037321,Europe
ŞRJ/5469,YENİBOSNA,Zafer Mahallesi Ahmet Yesevi Caddesi  No:121  Bilali Habeşi Cami Altı Bahçelievler / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.0034460569807,28.8385592136291,Europe
ŞRJ/5643,SELİMPAŞA,Selimpaşa Merkez Mahallesi 2050 Sokağı  No:31 Silivri / İSTANBUL,FİLOPORT ARAÇ KİRALAMA VE SERVİS ANONİM ŞİRKETİ,onLIFE,41.056534592425,28.3783007301036,Europe
ŞRJ/2807,GARDEN ET LOKANTASI,Yeni Mahallesi Suna Pekuysal Sokağı  No:30 Silivri / İSTANBUL,VOLNET ENERJİ SİSTEMLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,volti,41.078797643411,28.2415718825737,Europe
ŞRJ/2808,ROBERT KOLEJ MEZUNLAR DERNEĞİ,Kuruçeşme Mahallesi Bizimtepe Çıkmazı Caddesi  No:2 Beşiktaş / İSTANBUL,VOLNET ENERJİ SİSTEMLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,volti,41.0649173700376,29.034951239857,Asia
ŞRJ/3850,NEF 11 KAĞITHANE,Merkez Mahallesi Ayazma Caddesi  No:23 Kağıthane / İSTANBUL,VOLNET ENERJİ SİSTEMLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,volti,41.0832024198582,28.9814696248137,Europe
ŞRJ/4289,PORTA VADİ,Hamidiye Mahallesi Merkez Cendere Caddesi  No:103 Kağıthane / İSTANBUL,VOLNET ENERJİ SİSTEMLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,volti,41.1032878664598,28.9838822115851,Europe
ŞRJ/4899,BRİO İTALYAN RESTORANT,Merkez Mahallesi Kilyos Caddesi  No:322 Sarıyer / İSTANBUL,VOLNET ENERJİ SİSTEMLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,volti,41.1738500189146,29.0542959860926,Asia
ŞRJ/3855,Oytu Otopark,Uğur Mumcu Mahallesi Eski Edirne Asfaltı Caddesi  No:612 Sultangazi / İSTANBUL,SPUR ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,carbonage,41.0997071088644,28.8634670285372,Europe
ŞRJ/3857,GOPAŞ Küçükköy Cami Altı Kapalı Otopark,Yeni Mahallesi Cebeci Caddesi  No:3 Gaziosmanpaşa / İSTANBUL,SPUR ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,carbonage,41.073503457043,28.9034358993457,Europe
ŞRJ/3858,GOPAŞ Dumlupınar Açık Otopark,Yeni Mahallesi Cebeci Caddesi  No:16 Gaziosmanpaşa / İSTANBUL,SPUR ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,carbonage,41.073503457043,28.9034358993457,Europe
ŞRJ/3859,GOPAŞ Karadeniz Otopark,Karadeniz Mahallesi Gaziosmanpaşa / İSTANBUL,SPUR ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,carbonage,41.0801419541708,28.8851819952627,Europe
ŞRJ/3934,Köşebaşı Levent,Levent Mahallesi Çamlık Caddesi  No:15 Beşiktaş / İSTANBUL,SPUR ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,carbonage,41.0845459845512,29.0137707429087,Asia
ŞRJ/5338,GOPAŞ Kadir Topbaş Gençlik ve Spor Merkezi Kapalı Otopark,Barbaros Hayrettin Paşa Mahallesi Şht Mustafa Yeşil Caddesi  No:69 Gaziosmanpaşa / İSTANBUL,SPUR ENERJİ YATIRIMLARI SANAYİ VE TİCARET ANONİM ŞİRKETİ,carbonage,41.0731991584732,28.8957588520078,Europe
ŞRJ/3232,DOĞUŞ DİJİTAL ENERJİ-KİLYA HOTEL,Plaj Yolu Caddesi  No:29  Kilyos Sarıyer / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,41.2472806032309,29.0350185220466,Asia
ŞRJ/3457,DOĞUŞ DİJİTAL ENERJİ-OVA RESTAURANT (B.ÇEKMECE),Güzelce Mahallesi E5 Karayolu Caddesi Büyükçekmece / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,41.0099331482471,28.5258496559879,Europe
ŞRJ/3462,DOĞUŞ DİJİTAL ENERJİ-KORELİ RESTAURANT ÇATALCA,İzzettin Mahallesi İstasyon Caddesi  No:115/A Çatalca / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,41.1705386192379,28.5009816351984,Europe
ŞRJ/3647,DOĞUŞ DİJİTAL ENERJİ-DALİA MANZARA RESTAURANT,Demirciköy Mahallesi Sarı Çiçek Yaylası Caddesi  No:9 Sarıyer / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,41.2530778550666,29.0557358660372,Asia
ŞRJ/4366,DOĞUŞ DİJİTAL ENERJİ-UZUNYA RESTAURANT,Demirci Mahallesi Plaj Yolu Caddesi  No:134 Sarıyer / İSTANBUL,DOĞUŞ DİJİTAL ENERJİ LİMİTED ŞİRKETİ,dgdoğuşgıda,41.2476460311119,29.0709424469174,Asia
ŞRJ/5567,BOSPHORUS 1,Atakent Mahallesi 221 Sokağı Küçükçekmece / İSTANBUL,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AOSTECHNOLOGY,41.0482660280053,28.7622214851545,Europe
ŞRJ/2848,TORA MERKEZ  -  FZY001,15 Temmuz Mahallesi 1468 Sokağı  No:5 Bağcılar / İSTANBUL,FZY ENERJİ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,FZYENERGY,41.0395635668808,28.8145908456237,Europe
ŞRJ/1921,La Quinta By Wyndham İstanbul,15 Temmuz Mahallesi Bahar Caddesi  No:61 Bağcılar / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0357582800664,28.8117022976832,Europe
ŞRJ/2170,Metro Market Büyükçekmece,Hadımköy Yolu Çakmaklı Girişi Mahallesi Büyükçekmece / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0494820141625,28.6279801843617,Europe
ŞRJ/14624,TOGER - YENİ HAYAT SİTESİ,Tahtakale Mahallesi Avcılar / İSTANBUL,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TOGER,41.0614372480284,28.7349184495485,Europe
ŞRJ/14625,TOGER -  BAHÇEKENT TUAL 2,Bahçeşehir 2. Kısım Mahallesi  No:15/1  Şehit Asteğmen Furkan Işık Başakşehir / İSTANBUL,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TOGER,41.0948115336555,28.652287887398,Europe
ŞRJ/7989,Sun Of Silivri Sitesi,Mimar Sinan Mahallesi 7074 Sokağı Silivri / İSTANBUL,MAGİCLİNE ENERJİ SİSTEMLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MAGIC LINE,41.0886091310358,28.2464493447733,Europe
ŞRJ/14637,KALE OUTLET CENTER AVM,Güven Mahallesi Eski Londra Asfaltı Caddesi  No:89 Güngören / İSTANBUL,İSTASYON ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,ESTASYON,41.0114533564749,28.8766761520906,Europe
ŞRJ/1141,BİZİM EVLER GÜZELCE,Güzelce Mahallesi Geçit Caddesi  No:9/19 Büyükçekmece / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0057066367926,28.5135772624823,Europe
ŞRJ/14647,BAHÇE CİTY BAHÇEŞEHİR,Tahtakale Mahallesi Fırat Caddesi 143 Sokağı  No:4/2 Avcılar / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0579458823454,28.7301501205246,Europe
ŞRJ/14650,ROTA OFFİCE,Atakent Mahallesi 221 Sokağı Küçükçekmece / İSTANBUL,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AOSTECHNOLOGY,41.0482660280053,28.7622214851545,Europe
ŞRJ/14658,VADİŞEHİR 1. ETAP,İkitelli-2 Mahallesi Solmaz Sokağı  No:2F Başakşehir / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0915484641429,28.7851977499117,Europe
ŞRJ/14674,SEFAKÖY KİPTAŞ,Söğütlüçeşme Mahallesi Fevzi Çakmak Caddesi Küçükçekmece / İSTANBUL,ALFAMET ENERJİ VE ŞARJ TEKNOLOJİLERİ ANONİM ŞİRKETİ,ADZE,41.0148151451979,28.7861194625465,Europe
ŞRJ/14706,LAVİNYA CITY KONUT SİTESİ,Ekinoba Mahallesi Akmaz Sokağı  No:1/1 Büyükçekmece / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.003198779964,28.544329862749,Europe
ŞRJ/5818,VP-SUR BALIK SARAYBURNU (CANKURTARAN),Cankurtaran Mahallesi Kabasakal Caddesi  No:5 Fatih / İSTANBUL,VERDEPUNTO ENERJİ SİSTEMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,ar armaksis ar verdepunto,41.0067846776076,28.9789618462859,Europe
ŞRJ/14713,Bi Mola Çiftalan,Çiftalan Mahallesi Çiftalan Caddesi Eyüpsultan / İSTANBUL,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,wat mobilite,41.2515489894028,28.9124700727625,Europe
ŞRJ/14714,Bi Mola Odayeri,Odayeri Mahallesi Odayeri Köy Yolu Caddesi Eyüpsultan / İSTANBUL,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,wat mobilite,41.2313402005002,28.8467804737457,Europe
ŞRJ/14723,Medipol Bahçelievler Hastanesi,Çobançesme Mahallesi Fatih Caddesi  No:1/8 Bahçelievler / İSTANBUL,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,wat mobilite,40.9954382870135,28.8303371286179,Europe
ŞRJ/4094,Swapp51,Deliklikaya Mahallesi Fersah Caddesi  No:134 Arnavutköy / İSTANBUL,DUMANOĞLU ENERJİ YATIRIM ANONİM ŞİRKETİ,SWAPP,41.1178975628187,28.66443080646,Europe
ŞRJ/10876,BAŞAKŞEHİR METROKENT DC 120,Başak Mahallesi Yeşil Vadi Caddesi  No:3 C1 BLOK Başakşehir / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,41.1077971438864,28.8028465774422,Europe
ŞRJ/10912,Uniq Istanbul,Huzur Mahallesi Maslak-ayazağa Caddesi  No:4 Sarıyer / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.1091413515162,29.0078055105704,Asia
ŞRJ/10913,"Bi Mola Fenertepe, Eyüp",Kuzey Marmara Otoyolu Caddesi  Bi Mola Fenertepe Dinlenme Tesisleri  Pirinççi Eyüpsultan / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.1981889977394,28.8226249995088,Europe
ŞRJ/10921,Axis AVM Bayrampaşa,Topçular Mahallesi Osman Gazi Caddesi  No:2 Eyüpsultan / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0352687845878,28.920137252715,Europe
ŞRJ/10922,Enelka West İstanbul Marina,Ulusum Caddesi  No:28  West İstanbul Marina Beylikdüzü / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,40.9633714515119,28.6625046854353,Europe
ŞRJ/10923,Maslak Acıbadem Hastanesi,Darüşşafaka Mahallesi Akgün Caddesi Sarıyer / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.1292322408243,29.0247439736443,Asia
ŞRJ/10951,İSTOVA REZİDANS 1,Hamidiye Mahallesi Dilaver Sokağı  No:4 Kağıthane / İSTANBUL,VOLNET ENERJİ SİSTEMLERİ SANAYİ TİCARET ANONİM ŞİRKETİ,volti,41.0938894339509,28.9738967153939,Europe
ŞRJ/4481,DUMLUPINAR,Yeni Mahallesi Cebeci Caddesi Gaziosmanpaşa / İSTANBUL,360 ENERJİ ANONİM ŞİRKETİ,360° ENERJİ,41.073416969765,28.9033909739482,Europe
ŞRJ/4486,KARADENİZ-01,Karadeniz Mahallesi  Viaport Avm Yanı Gaziosmanpaşa / İSTANBUL,360 ENERJİ ANONİM ŞİRKETİ,360° ENERJİ,41.0801419541708,28.8851819952627,Europe
ŞRJ/4488,KÜÇÜKKÖY-01,Yeni Mahallesi Cebeci Caddesi  No:3 Gaziosmanpaşa / İSTANBUL,360 ENERJİ ANONİM ŞİRKETİ,360° ENERJİ,41.073503457043,28.9034358993457,Europe
ŞRJ/4490,KADİRTOPBAŞ,Barbaros Hayrettinpaşa Mahallesi Cebeci Caddesi  No:71 Gaziosmanpaşa / İSTANBUL,360 ENERJİ ANONİM ŞİRKETİ,360° ENERJİ,41.0776572344871,28.8989934930464,Europe
ŞRJ/4894,İSTANBULTİCARETÜNİ,Sütlüce Mahallesi İmrahor Caddesi  No:86 Beyoğlu / İSTANBUL,360 ENERJİ ANONİM ŞİRKETİ,360° ENERJİ,41.0536807216715,28.9442905926807,Europe
ŞRJ/5240,GÖKKUŞAĞI MARKET,Yeni Mahallesi Hekimsuyu Caddesi  No:15 Gaziosmanpaşa / İSTANBUL,360 ENERJİ ANONİM ŞİRKETİ,360° ENERJİ,41.0740469099746,28.9049627490516,Europe
ŞRJ/5241,AVRUPA KONUTLARI,Atakent Mahallesi 222 Caddesi 2/e Sokağı  Halkalı 4. Etap Küçükçekmece / İSTANBUL,360 ENERJİ ANONİM ŞİRKETİ,360° ENERJİ,41.0338692005664,28.7699187931146,Europe
ŞRJ/14617,İKEBANA EVLERİ,Yenibosna Merkez Mahallesi Güneşli Yolu Caddesi  No:2/3 Bahçelievler / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,41.0181003155484,28.8262582223651,Europe
ŞRJ/3184,Bİ MOLA IŞIKLAR,Boğazköy İstiklal Mahallesi  Işıklar Dinlenme Tesisleri Arnavutköy Otoyol Gişeleri Eyüpsultan / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,41.1379102837068,28.8102082051051,Europe
ŞRJ/3185,Bİ MOLA ÇİFTALAN,Çiftalan Mahallesi  Kırkmerdiven Gölü  Çiftalan Eyüpsultan / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,41.2359947953694,28.9052819452821,Europe
ŞRJ/3250,Bİ MOLA FENERTEPE,Boğazköy İstiklal Mahallesi  Fenertepe Dinlenme Tesisleri Eyüpsultan / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,41.1981889977394,28.8226249995088,Europe
ŞRJ/4543,YEDİ MAVİ - DOĞU,Kazlıçeşme Mahallesi Kennedy Caddesi  No:54 Zeytinburnu / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,40.9811908544076,28.9018421693243,Europe
ŞRJ/4549,YEDİ MAVİ - BATI,Kazlıçeşme Mahallesi Kennedy Caddesi  No:54 Zeytinburnu / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,40.9811908544076,28.9018421693243,Europe
ŞRJ/4570,YEDİ MAVİ - KUZEY,Kazlıçeşme Mahallesi Kennedy Caddesi  No:54 Zeytinburnu / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,40.9811908544076,28.9018421693243,Europe
ŞRJ/5966,RAMADA ENCORE BY WYNDHAM BAYRAMPAŞA,Yenidoğan Mahallesi Şehit Naci Çakar Sokağı  No:11 Bayrampaşa / İSTANBUL,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT,41.0391984731257,28.9160652040573,Europe
ŞRJ/5110,Amerikan Hastanesi,Teşvikiye Mahallesi Güzelbahçe Caddesi  No:20 Şişli / İSTANBUL,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,wat mobilite,41.0532523569812,28.9949229522479,Europe
ŞRJ/7158,Innovia Ispartakule,Tahtakale Mahallesi Abdi İpekçi Caddesi  No:5 Avcılar / İSTANBUL,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,solarşarj,41.0599708199318,28.7145092322756,Europe
ŞRJ/7193,Shell Florya,Şenlik Mahallesi  Florya-şenlik Asfaltı Bakırköy / İSTANBUL,SHELL & TURCAS PETROL ANONİM ŞİRKETİ,SHELL,40.9813179244003,28.7933613816492,Europe
ŞRJ/7203,ASTORŞARJ TORIUM AVM ELEKTRİKLİ ARAÇ ŞARJ İSTASYONU,Turgut Özal Mahallesi Esenyurt / İSTANBUL,ASTOR ENERJİ ANONİM ŞİRKETİ,ASTOR,41.0018366918268,28.6895036674559,Europe
ŞRJ/6950,ASKON Genel Merkez,Maltepe Mahallesi Davutpaşa Caddesi  No:51  Zeytinburnu Zeytinburnu / İSTANBUL,OBİŞARJ ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Obişarj,41.0226254206874,28.919315118319,Europe
ŞRJ/6951,Windsor Hotel & Convention Center,Yenidoğan Mahallesi Erciyes Sokağı  No:7 Bayrampaşa / İSTANBUL,OBİŞARJ ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Obişarj,41.0445600982221,28.9135804181704,Europe
ŞRJ/7244,Shell Göktürk,Göktürk Köyü İstanbul Caddesi Caddesi  No:No:2 Eyüpsultan / İSTANBUL,SHELL & TURCAS PETROL ANONİM ŞİRKETİ,SHELL,41.1721400181471,28.9016926121601,Europe
ŞRJ/7262,Aqua Florya Akvaryum,Şenlikköy Mahallesi Yeşilköy Halkalı Caddesi  No:93-93/1 Bakırköy / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,40.9645468411384,28.799965321445,Europe
ŞRJ/7263,Beylikdüzü Migros,Barış Mahallesi Sakarya Caddesi  No:1 Beylikdüzü / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0057466819566,28.6558013926206,Europe
ŞRJ/1124,ULUDAĞ ET LOKANTASI,Şenlikköy Mahallesi Basınköy Atatürk Köşkü Caddesi  No:2 Bakırköy / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.9724645226523,28.7870065998922,Europe
ŞRJ/2056,SUN PLAZA,Dereboyu Caddesi Bilim Sokağı  No:5  Maslak Sarıyer / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.1103845863574,29.0200757018902,Asia
ŞRJ/5476,MİTHRA POD MERKEZ,Yakuplu Mahallesi Hürriyet Caddesi  No:17 Beylikdüzü / İSTANBUL,MİTHRA POD ELEKTRİK VE ELEKTRONİK OTOMASYON SİSTEMLERİ İMALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,MITHRA POD,41.0066925154803,28.6646590496179,Europe
ŞRJ/2144,Tora Petrol Merkez Ofis,15 Temmuz Mahallesi 1468 Sokağı  No:5 Bağcılar / İSTANBUL,VİTALEN ENERJİ ANONİM ŞİRKETİ,vilampo,41.0395635668808,28.8145908456237,Europe
ŞRJ/2973,MİGROS BEYLİKDÜZÜ 5M,Barış Mahallesi Sakarya Caddesi  No:1 Beylikdüzü / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.0057466819566,28.6558013926206,Europe
ŞRJ/2992,MİGROS GÖKTÜRK İSTANBUL MMM,Göktürk Mahallesi Cumhuriyet Caddesi  No:10 Eyüpsultan / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.1788796687763,28.8910773101021,Europe
ŞRJ/3039,MİGROS İSTİNYE MMM,İstinye Mahallesi İstinye Caddesi  No:67 Sarıyer / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.1140723338852,29.0528213026508,Asia
ŞRJ/3089,MACROCENTER ORMANADA,Uskumru Mahallesi Kilyos Caddesi  No:246 Sarıyer / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.2106023487416,29.0398436078351,Asia
ŞRJ/3182,MİGROS EKİNOBA MM,Ekinoba Mahallesi Ekinoba Konutları Caddesi Batı Mevkii Sokağı Büyükçekmece / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.0098787969393,28.5400957271146,Europe
ŞRJ/3883,MİGROS ORTAKÖY MMM,Ortaköy Mahallesi Dereboyu Caddesi  No:2 Beşiktaş / İSTANBUL,MİGEN ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,MİGGO,41.049048023499,29.0264790743645,Asia
ŞRJ/2171,Metro Market Güneşli,15 Temmuz Mahallesi Koçman Caddesi  No:52 Bağcılar / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.029946010432,28.8135483774286,Europe
ŞRJ/2173,Metro Market Kağıthane,Cendere Caddesi Ayazma Yolu Sokağı  No:51 Kağıthane / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.1032878664598,28.9838822115851,Europe
ŞRJ/2175,Metro Market Merter,Bahçelievler Mahallesi Eski Londra Asfaltı Caddesi Bahçelievler / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0137480348828,28.878078334714,Europe
ŞRJ/2633,Dap Yapı - Dap Vadisi S Blok,Merkez Mahallesi Seçkin Sokağı Kağıthane / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0768142255773,28.9718733336099,Europe
ŞRJ/2634,Olimpik Otopark&Yıkama,Fevziçakmak Mahallesi Fatih Caddesi  No:50 Bağcılar / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0405607954965,28.8598232580826,Europe
ŞRJ/5651,TİM Türkiye İhracatçılar Meclisi Otoparkı,Yenibosna Mahallesi Sanayi Caddesi  No:3 Bahçelievler / İSTANBUL,VOLTGO ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,VOLTPO,40.9993621389529,28.8214512735807,Europe
ŞRJ/221,DELTA HOTELS BY MARRIOTT ISTANBUL HALIC,Merkez Mahallesi Ayazma Caddesi Çuha Sokağı  No:3 Kağıthane / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,41.0829003468796,28.9802502947858,Europe
ŞRJ/10999,Bulvar İstanbul G-Blok,Başakşehir Mahallesi İshakpaşa Sokağı  No:2N /G Blok Başakşehir / İSTANBUL,TUNÇMATİK ŞARJ TEKNOLOJİLERİ ANONİM ŞİRKETİ,tunçmatik,41.0943816180988,28.7687296230213,Europe
ŞRJ/10504,Axis AVM Kağıthane,Merkez Mahallesi Cendere Caddesi  No:28 Kağıthane / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0790152049085,28.9725974338785,Europe
ŞRJ/11039,Cazador Tekstil,Mehmet Akif Mahallesi Işık Sokağı  No:47 Küçükçekmece / İSTANBUL,GOŞARJ ELECTRİCAL ENERJİ YATIRIM ANONİM ŞİRKETİ,DYNOPOWER,41.0541880623207,28.8060846496974,Europe
ŞRJ/11071,ASTORŞARJ PERLAVİSTA AVM,Adnan Kahveci Mahallesi  No:116 Beylikdüzü / İSTANBUL,ASTOR ENERJİ ANONİM ŞİRKETİ,ASTOR,40.994728311976,28.621653124749,Europe
ŞRJ/8091,Historia AVM,İskenderpaşa Mahallesi  No:2 Fatih / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0109874882022,28.9517028300993,Europe
ŞRJ/1011,Park Türk Özcan Ekmekçi İstanbul,Kocatepe Mahallesi Abdülhakhamit Caddesi  No:25 Beyoğlu / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0412997116243,28.9832796556822,Europe
ŞRJ/10837,Zeruj Port AVM,Kazlıçeşme Mahallesi Asım Kazancıgil Caddesi  No:9 Zeytinburnu / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0003833857635,28.9159255757263,Europe
ŞRJ/11087,ŞARJON BUZ ADASI ZEYTİNBURNU BELEDİYESİ ŞARJ İSTASYONU,Veliefendi Mahallesi Prof. Dr. Turan Güneş Caddesi  No:1 Zeytinburnu / İSTANBUL,ŞARJON YENİLENEBİLİR ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ TİCARET ANONİM ŞİRKETİ,ŞARJON,40.9962126277641,28.8953704098869,Europe
ŞRJ/11088,ŞARJON MALTEPE BİLGİ EVİ ZEYTİNBURNU BELEDİYESİ ŞARJ İSTASYONU,Maltepe Mahallesi Askeri Fırın Sokağı  No:1 Zeytinburnu / İSTANBUL,ŞARJON YENİLENEBİLİR ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ TİCARET ANONİM ŞİRKETİ,ŞARJON,41.02457462892,28.9008768785592,Europe
